chargeback_id,txn_date,wholesaler,customer_id,contract_type,ndc,ndc_description,rate_class,pricing_unit,quantity,wac_per_unit,claimed_contract_price,chargeback_amount,error_type,is_invalid
CB2003284,2024-09-29,CardinalHealth,CUST1004,IDN,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,2799,1.60408,1.26017,962.6,VALID,0
CB2001675,2025-01-18,McKesson,CUST1002,340B,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,3133,0.81871,0.43907,1189.41,VALID,0
CB2004733,2024-12-22,Cencora,CUST1031,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,1132,43.29511,30.31524,14693.21,VALID,0
CB2000137,2024-09-17,Cencora,CUST1049,IDN,50268004911,ABACAVIR 300 MG TABLET,G,EA,3887,0.66792,0.52492,555.84,VALID,0
CB2006654,2024-06-14,CardinalHealth,CUST1002,340B,31722055760,ABACAVIR 300 MG TABLET,G,EA,3114,0.72957,0.39127,1053.47,VALID,0
CB2001998,2025-01-17,McKesson,CUST1039,340B,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,597,1.00093,0.47494,314.02,VALID,0
CB2008929,2025-05-01,CardinalHealth,CUST1055,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,2067,1740.91629,1146.91565,1227799.32,VALID,0
CB2005467,2024-10-26,CardinalHealth,CUST1024,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,1287,0.72723,0.54884,229.59,VALID,0
CB2003522,2024-11-26,McKesson,CUST1010,IDN,51672206200,3-DAY VAGINAL CREAM,G,GM,3589,0.33373,0.27292,218.25,VALID,0
CB2001592,2025-01-16,CardinalHealth,CUST1016,IDN,51672206200,3-DAY VAGINAL CREAM,G,GM,1322,0.33373,0.26385,92.38,VALID,0
CB2011691,2024-07-15,CardinalHealth,CUST1035,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,1333,1.00093,0.7498,334.76,VALID,0
CB2008915,2024-10-02,McKesson,CUST1050,340B,51672206200,3-DAY VAGINAL CREAM,G,GM,3808,0.33373,0.18302,573.9,VALID,0
CB2010753,2024-09-23,CardinalHealth,CUST1003,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2223,1.00093,0.78663,476.39,VALID,0
CB2002069,2024-12-29,McKesson,CUST1049,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,4129,1.00093,0.78663,884.84,VALID,0
CB2011903,2024-11-30,CardinalHealth,CUST1052,340B,31722055760,ABACAVIR 300 MG TABLET,G,EA,3427,0.72957,0.41797,1067.85,VALID,0
CB2011016,2024-11-23,Cencora,CUST1006,IDN,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,3897,0.22114,0.18569,138.15,VALID,0
CB2006337,2025-04-17,McKesson,CUST1032,GPO,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,3151,43.29511,28.02492,48116.37,VALID,0
CB2002254,2024-06-02,Cencora,CUST1034,340B,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,4742,0.08208,0.0473,164.93,VALID,0
CB2010414,2024-11-05,McKesson,CUST1045,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,3341,0.66792,0.4427,752.46,VALID,0
CB2002272,2030-01-01,CardinalHealth,CUST1049,IDN,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,2169,0.22114,0.17379,102.7,EXPIRED_CONTRACT,1
CB2005009,2025-05-03,CardinalHealth,CUST1023,340B,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,856,0.22114,0.11605,89.96,VALID,0
CB2005874,2025-03-11,McKesson,CUST1030,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,1163,1.00093,0.81225,219.43,VALID,0
CB2000214,2024-11-10,CardinalHealth,CUST1017,SPECIALTY,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,567,6.69193,4.44344,1274.89,VALID,0
CB2008107,2024-09-07,McKesson,CUST1045,GPO,51672206200,3-DAY VAGINAL CREAM,G,GM,4796,0.33373,0.2212,539.69,VALID,0
CB2010370,2025-05-03,McKesson,CUST1010,IDN,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,2154,0.81871,0.66954,321.31,VALID,0
CB2007152,2024-12-09,McKesson,CUST1033,GPO,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,2765,1.60408,1.30171,836.05,VALID,0
CB2007331,2024-11-16,Cencora,CUST1026,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,1802,0.66792,0.46928,357.95,VALID,0
CB2010441,2024-11-02,McKesson,CUST1031,IDN,31722055760,ABACAVIR 300 MG TABLET,G,EA,1260,0.72957,0.56958,201.59,VALID,0
CB2000865,2025-03-22,McKesson,CUST1006,IDN,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,19463,12.61133,8.6766,76581.65,QTY_OUTLIER,1
CB2010824,2024-09-17,Cencora,CUST1014,GPO,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,2005,0.22114,0.1701,102.34,VALID,0
CB2002350,2025-01-21,Cencora,CUST1031,IDN,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,1062,0.08208,0.06408,19.12,VALID,0
CB2009345,2024-06-30,Cencora,CUST1022,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,728,0.66792,0.52031,107.46,VALID,0
CB2003945,2025-03-13,McKesson,CUST1024,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,4350,0.30716,0.23181,327.77,VALID,0
CB2011470,2025-04-29,CardinalHealth,CUST1032,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,3038,0.72723,0.53808,574.64,VALID,0
CB2008101,2025-02-10,CardinalHealth,CUST1044,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,2504,0.08208,0.05632,64.5,VALID,0
CB2005658,2024-09-03,Cencora,CUST1037,GPO,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,2456,0.22114,0.16687,133.29,VALID,0
CB2003402,2024-09-07,Cencora,CUST1049,IDN,00378410591,ABACAVIR 300 MG TABLET,G,EA,4852,0.72723,0.57153,755.46,VALID,0
CB2002340,2025-02-25,CardinalHealth,CUST1034,340B,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,3459,0.81871,0.47182,1199.89,VALID,0
CB2000821,2024-06-26,CardinalHealth,CUST1036,GPO,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,325,1.60408,1.21878,125.22,VALID,0
CB2003952,2024-11-25,Cencora,CUST1023,340B,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,4599,1.00093,0.52529,2187.47,VALID,0
CB2003514,2025-04-20,CardinalHealth,CUST1049,IDN,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,1714,0.22114,0.17379,81.16,VALID,0
CB2005387,2024-07-12,CardinalHealth,CUST1006,IDN,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,3327,0.08208,0.06892,43.78,VALID,0
CB2008761,2024-07-31,CardinalHealth,CUST1016,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2434,1.00093,0.79134,510.14,VALID,0
CB2001179,2024-10-22,McKesson,CUST1030,IDN,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,4456,1.60408,1.30171,1347.36,VALID,0
CB2010544,2024-10-30,McKesson,CUST1055,GPO,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,3351,0.22114,0.16411,191.11,VALID,0
CB2003746,2024-10-09,Cencora,CUST1039,340B,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,4930,0.81871,0.38848,2121.03,VALID,0
CB2005125,2024-07-06,CardinalHealth,CUST1019,SPECIALTY,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,588,0.22114,0.15878,36.67,INELIGIBLE_MEMBER,1
CB2011688,2025-02-07,CardinalHealth,CUST1001,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,2171,0.08208,0.06261,42.27,VALID,0
CB2009368,2024-07-26,CardinalHealth,CUST1026,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,2329,0.66792,0.46928,462.63,VALID,0
CB2001949,2024-07-29,Cencora,CUST1002,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,2053,0.66792,0.35821,635.83,VALID,0
CB2006566,2025-04-13,CardinalHealth,CUST1014,GPO,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,81,6.69193,4.42805,183.37,VALID,0
CB2000824,2025-05-03,McKesson,CUST1057,GPO,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,3501,43.29511,27.7565,54400.67,VALID,0
CB2001476,2025-01-02,CardinalHealth,CUST1015,340B,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,1803,1.00093,0.53139,846.58,VALID,0
CB2003789,2024-07-25,Cencora,CUST1002,340B,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,2728,43.29511,19.95472,63672.58,VALID,0
CB2011580,2024-07-21,McKesson,CUST1002,340B,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,1281,0.81871,0.43907,486.32,VALID,0
CB2000910,2024-11-13,CardinalHealth,CUST1033,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,4559,1740.91629,1175.64077,2577091.1,VALID,0
CB2004850,2025-04-16,Cencora,CUST1021,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,1392,0.66792,0.49834,236.06,VALID,0
CB2010125,2025-04-14,McKesson,CUST1051,340B,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,2379,1740.91629,701.24108,2473387.32,VALID,0
CB2006545,2024-10-22,CardinalHealth,CUST1041,IDN,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,106,0.30716,0.25245,5.8,VALID,0
CB2000068,2025-01-12,McKesson,CUST1029,GPO,31722055760,ABACAVIR 300 MG TABLET,G,EA,1615,0.72957,0.57709,246.26,VALID,0
CB2011433,2024-12-13,CardinalHealth,CUST1035,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,140,0.81871,0.6133,28.76,VALID,0
CB2003599,2024-08-06,CardinalHealth,CUST1042,340B,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,2870,0.30716,0.17874,368.57,VALID,0
CB2005435,2025-01-06,McKesson,CUST1000,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,3627,1.00093,0.77832,807.41,VALID,0
CB2005244,2024-09-23,CardinalHealth,CUST1039,340B,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,1262,43.29511,20.59115,28652.4,VALID,0
CB2007671,2024-09-14,McKesson,CUST1059,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,4735,12.61133,8.22006,20792.66,VALID,0
CB2002175,2024-08-01,CardinalHealth,CUST1056,GPO,51672206200,3-DAY VAGINAL CREAM,G,GM,2527,0.33373,0.25283,204.43,VALID,0
CB2009513,2025-01-30,McKesson,CUST1018,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,3644,0.72723,0.56317,597.83,VALID,0
CB2002731,2024-12-26,CardinalHealth,CUST1028,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2421,1.00093,0.78783,515.92,VALID,0
CB2000799,2024-11-04,CardinalHealth,CUST1058,IDN,31722055760,ABACAVIR 300 MG TABLET,G,EA,1668,0.72957,0.6221,179.26,VALID,0
CB2001344,2025-03-17,Cencora,CUST1057,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,1808,0.81871,0.61985,359.54,VALID,0
CB2006650,2024-12-19,Cencora,CUST1030,IDN,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,758,12.61133,9.24663,2550.44,VALID,0
CB2006359,2024-07-11,McKesson,CUST1035,GPO,51672206200,3-DAY VAGINAL CREAM,G,GM,2611,0.33373,0.25,218.62,VALID,0
CB2004985,2024-08-06,Cencora,CUST1014,GPO,31722055760,ABACAVIR 300 MG TABLET,G,EA,585,0.72957,0.56119,98.5,VALID,0
CB2004318,2025-02-01,McKesson,CUST1035,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,76,12.61133,8.01198,349.55,VALID,0
CB2001014,2024-06-22,Cencora,CUST1053,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,887,0.08208,0.05863,20.8,VALID,0
CB2009964,2025-03-04,Cencora,CUST1023,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,250,0.66792,0.35052,79.35,VALID,0
CB2003467,2024-08-02,McKesson,CUST1044,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,3586,12.61133,8.61228,14340.59,VALID,0
CB2011003,2024-08-16,CardinalHealth,CUST1031,IDN,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,2361,1740.91629,1218.98959,1232268.94,VALID,0
CB2000492,2025-05-30,CardinalHealth,CUST1012,340B,31722055760,ABACAVIR 300 MG TABLET,G,EA,3356,0.72957,0.42366,1026.63,VALID,0
CB2000713,2025-01-26,McKesson,CUST1040,IDN,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,710,12.61133,8.70812,2771.28,VALID,0
CB2006872,2024-09-22,Cencora,CUST1043,340B,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,2739,0.81871,0.47182,950.13,VALID,0
CB2005960,2024-08-20,Cencora,CUST1020,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,672,0.72723,0.43648,195.38,VALID,0
CB2009255,2024-10-18,Cencora,CUST1057,GPO,31722055760,ABACAVIR 300 MG TABLET,G,EA,4001,0.72957,0.55236,709.02,VALID,0
CB2003656,2025-05-16,CardinalHealth,CUST1038,IDN,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,4580,0.22114,0.17574,207.93,VALID,0
CB2003721,2024-07-10,CardinalHealth,CUST1013,GPO,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,3944,6.69193,4.05598,10396.19,VALID,0
CB2005259,2025-05-28,CardinalHealth,CUST1046,340B,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,2574,0.22114,0.11015,285.69,VALID,0
CB2002097,2025-05-22,CardinalHealth,CUST1050,340B,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,546,6.69193,3.15591,1930.67,VALID,0
CB2011444,2024-10-11,McKesson,CUST1047,340B,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,3835,6.69193,3.03814,14012.28,VALID,0
CB2001134,2024-06-06,Cencora,CUST1001,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,706,0.08208,0.06261,13.75,VALID,0
CB2004511,2024-08-11,Cencora,CUST1040,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,3841,43.29511,29.89527,51468.79,VALID,0
CB2008423,2024-11-26,Cencora,CUST1058,IDN,50268004911,ABACAVIR 300 MG TABLET,G,EA,3738,0.66792,0.56954,367.74,VALID,0
CB2003914,2025-05-19,Cencora,CUST1037,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,4977,0.08208,0.06194,100.24,VALID,0
CB2011499,2024-12-10,McKesson,CUST1044,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,1716,0.72723,0.49895,391.73,VALID,0
CB2006560,2025-02-15,Cencora,CUST1019,GPO,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,563,43.29511,28.34964,8414.3,VALID,0
CB2003104,2024-12-25,CardinalHealth,CUST1050,340B,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,3289,0.22114,0.12127,328.47,VALID,0
CB2004277,2024-06-16,CardinalHealth,CUST1001,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2339,1.00093,0.76351,555.33,VALID,0
CB2001858,2024-12-23,McKesson,CUST1045,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,4103,12.61133,8.33609,17541.31,VALID,0
CB2000748,2024-11-18,CardinalHealth,CUST1023,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,1519,0.66792,0.35052,482.13,VALID,0
CB2000529,2024-07-09,CardinalHealth,CUST1007,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,3655,12.61133,8.33231,15639.82,VALID,0
CB2006930,2024-11-15,Cencora,CUST1024,GPO,51672206200,3-DAY VAGINAL CREAM,G,GM,742,0.33373,0.25187,60.74,VALID,0
CB2010498,2024-11-08,Cencora,CUST1030,IDN,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,1077,1740.91629,1276.43982,500241.16,VALID,0
CB2002993,2024-11-04,Cencora,CUST1002,340B,31722055760,ABACAVIR 300 MG TABLET,G,EA,273,0.72957,0.39127,92.36,VALID,0
CB2000989,2025-02-28,Cencora,CUST1030,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,82,1.00093,0.81225,15.47,VALID,0
CB2009111,2024-09-05,McKesson,CUST1034,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,3564,0.72723,0.4191,1098.18,VALID,0
CB2010408,2025-05-10,Cencora,CUST1004,IDN,00378410591,ABACAVIR 300 MG TABLET,G,EA,1472,0.72723,0.57131,229.51,VALID,0
CB2006710,2024-08-10,CardinalHealth,CUST1047,340B,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,1948,12.61133,5.72554,13413.52,VALID,0
CB2010217,2030-01-01,Cencora,CUST1001,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,4966,1740.91629,1098.86636,3188419.95,EXPIRED_CONTRACT,1
CB2010129,2024-11-09,McKesson,CUST1019,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,3212,1740.91629,1139.95199,1930297.33,VALID,0
CB2000502,2025-05-17,Cencora,CUST1057,GPO,00378410591,ABACAVIR 300 MG TABLET,G,EA,1417,0.72723,0.55059,250.3,VALID,0
CB2008674,2024-12-28,CardinalHealth,CUST1000,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,3138,0.81871,0.63663,571.37,VALID,0
CB2001603,2025-04-17,CardinalHealth,CUST1011,GPO,50268004911,ABACAVIR 300 MG TABLET,G,EA,3393,0.66792,0.49626,582.44,VALID,0
CB2003078,2024-07-01,CardinalHealth,CUST1048,340B,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,3763,1.60408,0.89363,2673.42,VALID,0
CB2011776,2025-05-06,Cencora,CUST1044,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,3242,0.08208,0.05632,83.51,VALID,0
CB2001746,2024-10-27,McKesson,CUST1054,GPO,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,2916,0.22114,0.15971,179.13,VALID,0
CB2008406,2025-01-04,McKesson,CUST1042,340B,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,634,12.61133,4.83897,4927.68,VALID,0
CB2003935,2024-09-02,McKesson,CUST1014,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,3971,0.81871,0.62975,750.36,VALID,0
CB2002034,2025-04-17,McKesson,CUST1043,340B,31722055760,ABACAVIR 300 MG TABLET,G,EA,4357,0.72957,0.42045,1346.84,VALID,0
CB2005594,2024-10-16,Cencora,CUST1039,340B,31722055760,ABACAVIR 300 MG TABLET,G,EA,2351,0.72957,0.34618,901.35,VALID,0
CB2001660,2024-11-03,McKesson,CUST1039,340B,00378410591,ABACAVIR 300 MG TABLET,G,EA,4568,0.72723,0.34507,1745.71,VALID,0
CB2000672,2024-06-16,Cencora,CUST1022,GPO,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,1863,0.08208,0.06394,33.79,VALID,0
CB2003048,2024-12-03,McKesson,CUST1032,GPO,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,1157,1.60408,1.18686,482.72,VALID,0
CB2001428,2025-04-03,McKesson,CUST1036,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,1651,12.61133,7.99432,7622.68,VALID,0
CB2000884,2024-10-01,McKesson,CUST1026,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,1062,0.81871,0.57523,258.58,VALID,0
CB2011655,2024-11-21,Cencora,CUST1004,IDN,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,3859,1.60408,1.26017,1327.15,VALID,0
CB2010359,2025-05-07,Cencora,CUST1032,GPO,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,4266,0.22114,0.16362,245.38,VALID,0
CB2006453,2024-11-20,CardinalHealth,CUST1017,SPECIALTY,50268004911,ABACAVIR 300 MG TABLET,G,EA,1436,0.66792,0.45926,299.64,VALID,0
CB2004453,2025-02-15,CardinalHealth,CUST1051,340B,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,1029,6.69193,2.69551,4112.32,VALID,0
CB2003230,2025-05-24,McKesson,CUST1034,340B,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,2096,0.22114,0.12744,196.4,VALID,0
CB2008232,2025-04-11,McKesson,CUST1011,GPO,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,288,0.22114,0.16431,16.37,VALID,0
CB2006565,2024-06-16,CardinalHealth,CUST1010,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,4076,43.29511,30.21133,53329.49,VALID,0
CB2001045,2024-10-23,Cencora,CUST1055,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,ML,3883,12.61133,8.30834,16708.51,UNIT_MISMATCH,1
CB2009548,2025-03-05,McKesson,CUST1038,IDN,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,990,0.22114,0.17574,44.95,VALID,0
CB2008366,2024-08-27,CardinalHealth,CUST1000,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,723,0.81871,0.63663,131.64,VALID,0
CB2009629,2025-01-15,Cencora,CUST1051,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,1992,0.66792,0.36929,594.87,VALID,0
CB2009440,2024-06-01,McKesson,CUST1049,IDN,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,2772,0.30716,0.2414,182.29,VALID,0
CB2000646,2025-02-23,McKesson,CUST1049,IDN,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,534,12.61133,8.76866,2051.99,VALID,0
CB2000482,2024-10-13,McKesson,CUST1006,IDN,00378410591,ABACAVIR 300 MG TABLET,G,EA,4508,0.72723,0.61066,525.5,VALID,0
CB2000539,2024-07-28,Cencora,CUST1003,GPO,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,4921,1.60408,1.26065,1690.02,VALID,0
CB2003091,2025-03-17,CardinalHealth,CUST1030,IDN,00071015523,ATORVASTATIN BRAND 40 MG TAB,B,EA,2104,6.69193,4.90652,3756.5,VALID,0
CB2006026,2024-09-11,CardinalHealth,CUST1008,SPECIALTY,31722055760,ABACAVIR 300 MG TABLET,G,EA,4511,0.72957,0.53113,895.16,VALID,0
CB2006205,2025-05-31,CardinalHealth,CUST1010,IDN,46122006271,8 HOUR ACETAMINOPHEN ER 650 MG,G,EA,3292,0.08208,0.06713,49.22,VALID,0
CB2010998,2025-03-09,CardinalHealth,CUST1022,GPO,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,2646,0.81871,0.63778,478.74,VALID,0
CB2004856,2025-01-12,CardinalHealth,CUST1050,340B,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,3493,1.00093,0.54891,1578.91,VALID,0
CB2008271,2025-04-06,McKesson,CUST1016,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2857,1.00093,0.79134,598.8,VALID,0
CB2008559,2025-05-14,McKesson,CUST1001,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,1241,1.00093,0.76351,294.64,VALID,0
CB2001907,2024-07-21,McKesson,CUST1035,GPO,24385005452,12HR NASAL DECONGEST ER 120 MG,G,EA,313,0.30716,0.23009,24.12,VALID,0
CB2010122,2025-02-07,McKesson,CUST1023,340B,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,3444,1.00093,0.52529,1638.1,VALID,0
CB2001528,2025-03-20,Cencora,CUST1020,SPECIALTY,31722055760,ABACAVIR 300 MG TABLET,G,EA,1408,0.72957,0.43789,410.69,INELIGIBLE_MEMBER,1
CB2011214,2024-09-22,Cencora,CUST1004,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,2980,1.00093,0.78633,639.51,VALID,0
CB2008250,2025-03-13,CardinalHealth,CUST1044,GPO,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,2016,1.60408,1.10056,1015.1,VALID,0
CB2002532,2025-02-19,Cencora,CUST1043,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,744,0.66792,0.38492,210.55,VALID,0
CB2001152,2025-01-18,Cencora,CUST1015,340B,50268004911,ABACAVIR 300 MG TABLET,G,EA,3339,0.66792,0.3546,1046.18,VALID,0
CB2004896,2024-08-20,CardinalHealth,CUST1019,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,4585,1740.91629,1139.95199,2755421.32,VALID,0
CB2009648,2025-05-18,Cencora,CUST1016,IDN,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,686,0.81871,0.64727,117.61,VALID,0
CB2009186,2025-01-13,Cencora,CUST1051,340B,70000036201,24HR ALLERGY(LEVOCETIRZN) 5 MG,G,EA,4645,0.22114,0.12227,459.25,VALID,0
CB2010974,2024-07-25,McKesson,CUST1042,340B,42385096230,ABACAVIR-LAMIVUDINE 600-300 MG,G,EA,2068,1.60408,0.93341,1386.95,VALID,0
CB2008500,2025-01-12,Cencora,CUST1024,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,1446,12.61133,8.44455,6025.16,VALID,0
CB2003218,2024-07-18,Cencora,CUST1029,GPO,00186504031,ESOMEPRAZOLE BRAND 40 MG CAP,B,EA,1020,12.61133,7.54536,5167.29,VALID,0
CB2009880,2025-02-07,CardinalHealth,CUST1032,GPO,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,4511,1.00093,0.74059,1174.39,VALID,0
CB2003024,2024-09-30,Cencora,CUST1010,IDN,70000060701,24HR ALLERGY-CONGST 180-240 MG,G,EA,1227,1.00093,0.81856,223.77,VALID,0
CB2004153,2025-04-29,Cencora,CUST1057,GPO,00074379902,ADALIMUMAB 40 MG/0.8ML SYRINGE,B,ML,2007,1740.91629,1116.10143,1254003.42,VALID,0
CB2007991,2025-04-05,Cencora,CUST1031,IDN,51672206200,3-DAY VAGINAL CREAM,G,GM,2340,0.33373,0.26054,171.26,VALID,0
CB2009098,2024-07-13,CardinalHealth,CUST1034,340B,46122038576,24H NASAL ALLERGY 55 MCG SPRAY,G,ML,2030,0.81871,0.47182,704.19,VALID,0
CB2007433,2025-03-19,McKesson,CUST1010,IDN,00088502101,INSULIN GLARGINE 100 UNIT/ML,B,ML,2279,43.29511,30.21133,29817.93,VALID,0
